id,catalogue_id,gaussian_id,source_id,tile_id,sbid,obs_start_time,n_gaus,ra,dec,e_ra,e_dec,total_flux_gaussian,e_total_flux_gaussian_pybdsf,e_total_flux_gaussian,total_flux_source,e_total_flux_source_pybdsf,e_total_flux_source,peak_flux,e_peak_flux,maj,e_maj,min,e_min,pa,e_pa,dc_maj,e_dc_maj,dc_min,e_dc_min,dc_pa,e_dc_pa,s_code,separation_tile_centre,noise,gal_lon,gal_lat
2240396,4549,RACS_2144-25A_1596,RACS_2144-25A_1431,RACS_2144-25A,8576,58598.86623,1,329.368455,-27.620637,1.53,2.36,2.376,0.563,0.872,2.376,0.563,0.872,2.24,0.293,35.57,6.38,18.68,1.79,147.66,9.14,0.0,6.38,0.0,1.79,0.0,9.14,S,3.8866,0.312,21.844172,-51.58112
2240397,4549,RACS_2144-25A_1598,RACS_2144-25A_1433,RACS_2144-25A,8576,58598.86623,1,329.26707,-24.106011,1.4,1.59,2.525,0.533,0.861,2.525,0.533,0.861,2.186,0.278,29.56,4.1,24.46,2.85,143.99,28.67,15.73,4.1,0.0,2.85,143.99,28.67,S,3.1091,0.271,27.302101,-50.769497
2240398,4549,RACS_2144-25A_1599,RACS_2144-25A_1434,RACS_2144-25A,8576,58598.86623,1,329.261109,-23.921162,0.51,0.55,5.307,0.464,0.987,5.307,0.464,0.987,5.449,0.272,26.56,1.42,22.95,1.06,141.59,13.57,0.0,1.42,0.0,1.06,0.0,13.57,S,3.1717,0.274,27.583318,-50.719166
2240399,4549,RACS_2144-25A_1600,RACS_2144-25A_1435,RACS_2144-25A,8576,58598.86623,1,329.328944,-26.622183,1.95,2.05,2.713,0.66,0.955,2.713,0.66,0.955,1.91,0.299,31.42,5.15,28.31,4.24,140.96,62.08,19.04,5.15,13.2,4.24,140.96,62.08,S,3.3158,0.281,23.41116,-51.367641
2240400,4549,RACS_2144-25A_1601,RACS_2144-25A_1436,RACS_2144-25A,8576,58598.86623,1,329.255364,-23.848287,1.07,2.04,2.605,0.504,0.848,2.605,0.504,0.848,2.242,0.253,35.37,5.12,20.57,1.8,157.04,9.43,0.0,5.12,0.0,1.8,0.0,9.43,S,3.1962,0.258,27.692805,-50.696125
2240401,4549,RACS_2144-25A_1603,RACS_2144-25A_1438,RACS_2144-25A,8576,58598.86623,1,329.304375,-25.858935,2.8,2.2,2.569,0.628,0.925,2.569,0.628,0.925,1.629,0.259,40.16,7.74,24.57,3.23,123.87,15.57,31.42,7.74,0.0,3.23,123.87,15.57,S,3.0373,0.251,24.600309,-51.195027
2240402,4549,RACS_2144-25A_1605,RACS_2144-25A_1440,RACS_2144-25A,8576,58598.86623,1,329.2532,-24.026781,3.66,2.17,2.849,0.746,1.023,2.849,0.746,1.023,1.508,0.272,43.14,9.08,27.41,4.22,109.61,19.65,35.13,9.08,11.24,4.22,109.61,19.65,S,3.1251,0.258,27.418736,-50.737985
2240403,4549,RACS_2144-25A_1607,RACS_2144-25A_1442,RACS_2144-25A,8576,58598.86623,1,329.218603,-22.696707,0.71,0.76,6.509,0.666,1.165,6.509,0.666,1.165,5.534,0.343,29.74,2.0,24.77,1.42,140.73,14.01,16.02,2.0,0.0,1.42,140.73,14.01,S,3.7912,0.333,29.429168,-50.365804
2240404,4549,RACS_2144-25A_1608,RACS_2144-25A_1443,RACS_2144-25A,8576,58598.86623,1,329.26541,-24.838435,1.03,1.19,3.009,0.509,0.874,3.009,0.509,0.874,2.845,0.282,27.95,3.0,23.68,2.17,146.71,24.89,0.0,3.0,0.0,2.17,0.0,24.89,S,2.94,0.28,26.17366,-50.939739
2240405,4549,RACS_2144-25A_1609,RACS_2144-25A_1444,RACS_2144-25A,8576,58598.86623,1,329.288581,-25.675017,1.7,2.93,1.82,0.548,0.833,1.82,0.548,0.833,1.477,0.271,33.06,7.09,23.32,3.65,163.12,23.78,0.0,7.09,0.0,3.65,0.0,23.78,S,2.9866,0.265,24.88251,-51.142894
2240406,4549,RACS_2144-25A_1611,RACS_2144-25A_1446,RACS_2144-25A,8576,58598.86623,1,329.31722,-26.904038,1.15,1.15,5.195,0.682,1.101,5.195,0.682,1.101,3.538,0.3,34.44,3.25,26.7,2.04,133.61,13.98,23.68,3.25,9.25,2.04,133.61,13.98,S,3.4398,0.284,22.964312,-51.410026
2240407,4549,RACS_2144-25A_1612,RACS_2144-25A_1447,RACS_2144-25A,8576,58598.86623,1,329.342489,-27.79718,1.13,1.76,2.848,0.627,0.939,2.848,0.627,0.939,2.68,0.345,28.85,4.14,23.08,2.66,175.17,24.41,0.0,4.14,0.0,2.66,0.0,24.41,S,3.983,0.343,21.557856,-51.587869
2240408,4549,RACS_2144-25A_1614,RACS_2144-25A_1449,RACS_2144-25A,8576,58598.86623,1,329.327939,-27.414144,0.77,0.68,4.246,0.516,0.949,4.246,0.516,0.949,4.453,0.306,25.96,1.9,23.01,1.49,118.98,22.62,0.0,1.9,0.0,1.49,0.0,22.62,S,3.731,0.311,22.161472,-51.510457
2240409,4549,RACS_2144-25A_1615,RACS_2144-25A_1450,RACS_2144-25A,8576,58598.86623,1,329.240445,-24.257252,1.68,1.96,2.221,0.521,0.838,2.221,0.521,0.838,1.723,0.252,31.25,4.97,25.81,3.48,146.98,32.98,18.73,4.97,6.34,3.48,146.98,32.98,S,3.0377,0.241,27.06071,-50.782272
2240410,4549,RACS_2144-25A_1616,RACS_2144-25A_1451,RACS_2144-25A,8576,58598.86623,2,329.22031,-23.50416,0.34,0.41,7.692,0.463,1.137,11.402,1.012,1.646,7.689,0.266,27.02,1.01,23.18,0.74,153.37,8.61,0.0,1.01,0.0,0.74,0.0,8.61,M,3.3246,0.267,28.205418,-50.578836
2240411,4549,RACS_2144-25A_1617,RACS_2144-25A_1451,RACS_2144-25A,8576,58598.86623,2,329.208199,-23.491673,3.23,3.64,3.71,0.9,1.177,11.402,1.012,1.646,1.565,0.276,50.85,10.58,29.18,4.36,138.6,16.79,44.26,10.58,15.05,4.36,138.6,16.79,M,3.3212,0.267,28.21999,-50.564921
2240412,4549,RACS_2144-25A_1618,RACS_2144-25A_1452,RACS_2144-25A,8576,58598.86623,1,329.237025,-24.403581,0.05,0.05,62.247,0.454,4.878,62.247,0.454,4.878,60.368,0.257,25.6,0.11,25.2,0.11,161.1,9.28,5.49,0.11,3.0,0.11,161.1,9.28,S,2.9943,0.255,26.834643,-50.813981
2240413,4549,RACS_2144-25A_1624,RACS_2144-25A_1456,RACS_2144-25A,8576,58598.86623,1,329.290262,-26.413483,1.35,1.86,1.544,0.424,0.742,1.544,0.424,0.742,1.746,0.261,27.1,4.72,20.43,2.63,151.45,22.63,0.0,4.72,0.0,2.63,0.0,22.63,S,3.1978,0.274,23.728313,-51.293586
2240414,4549,RACS_2144-25A_1625,RACS_2144-25A_1457,RACS_2144-25A,8576,58598.86623,2,329.222769,-24.015636,0.17,0.18,18.862,0.48,1.882,19.683,0.561,1.96,17.073,0.258,28.27,0.46,24.46,0.35,139.4,3.28,13.15,0.46,0.0,0.35,139.4,3.28,M,3.1033,0.253,27.425114,-50.708312
2240415,4549,RACS_2144-25A_1626,RACS_2144-25A_1457,RACS_2144-25A,8576,58598.86623,2,329.215665,-24.010219,1.03,2.11,0.82,0.291,0.629,19.683,0.561,1.96,1.265,0.215,23.94,5.01,16.96,2.34,170.37,21.09,0.0,5.01,0.0,2.34,0.0,21.09,M,3.0993,0.253,27.43091,-50.700698
2240416,4549,RACS_2144-25A_1627,RACS_2144-25A_1458,RACS_2144-25A,8576,58598.86623,1,329.207031,-23.31653,1.66,1.52,3.888,0.714,1.052,3.888,0.714,1.052,2.772,0.324,34.69,4.61,25.32,2.6,128.89,16.6,24.0,4.61,4.03,2.6,128.89,16.6,S,3.4117,0.309,28.485969,-50.519051
2240417,4549,RACS_2144-25A_1628,RACS_2144-25A_1459,RACS_2144-25A,8576,58598.86623,1,329.296529,-26.661915,1.71,2.62,1.686,0.489,0.788,1.686,0.489,0.788,1.636,0.265,33.12,6.97,19.49,2.43,149.01,13.95,0.0,6.97,0.0,2.43,0.0,13.95,S,3.3076,0.277,23.339895,-51.346721
2240418,4549,RACS_2144-25A_1629,RACS_2144-25A_1460,RACS_2144-25A,8576,58598.86623,1,329.198504,-22.995087,0.57,0.65,5.233,0.502,1.001,5.233,0.502,1.001,5.029,0.282,26.85,1.58,24.27,1.3,155.65,22.66,0.0,1.58,0.0,1.3,0.0,22.66,S,3.5895,0.28,28.97033,-50.427617
2240419,4549,RACS_2144-25A_1633,RACS_2144-25A_1464,RACS_2144-25A,8576,58598.86623,1,329.219425,-24.076999,1.53,1.51,2.413,0.51,0.841,2.413,0.51,0.841,2.03,0.261,29.33,4.03,25.37,3.06,131.85,37.66,15.29,4.03,4.26,3.06,131.85,37.66,S,3.0783,0.253,27.329937,-50.72027
2240420,4549,RACS_2144-25A_1634,RACS_2144-25A_1465,RACS_2144-25A,8576,58598.86623,2,329.247497,-25.496624,0.06,0.06,74.675,0.634,5.762,107.891,0.83,8.095,61.257,0.319,29.58,0.16,25.79,0.13,128.44,0.28,15.78,0.16,6.28,0.13,128.44,0.28,M,2.9246,0.307,25.147702,-51.068922
2240421,4549,RACS_2144-25A_1635,RACS_2144-25A_1465,RACS_2144-25A,8576,58598.86623,2,329.25042,-25.498314,0.1,0.1,33.215,0.536,2.876,107.891,0.83,8.095,32.908,0.308,25.68,0.25,24.6,0.23,115.95,7.71,0.0,0.25,0.0,0.23,0.0,7.71,M,2.9274,0.307,25.14597,-51.07186
2240422,4549,RACS_2144-25A_1636,RACS_2144-25A_1466,RACS_2144-25A,8576,58598.86623,2,329.242251,-25.189865,0.03,0.04,93.341,0.522,7.053,104.429,0.787,7.85,91.271,0.297,25.74,0.09,24.86,0.08,147.38,2.44,6.09,0.09,0.0,0.08,147.38,2.44,M,2.901,0.295,25.62227,-50.99781
2240423,4549,RACS_2144-25A_1637,RACS_2144-25A_1466,RACS_2144-25A,8576,58598.86623,2,329.238988,-25.194535,0.35,0.42,11.088,0.589,1.405,104.429,0.787,7.85,9.453,0.303,30.13,1.07,24.36,0.71,146.6,5.43,16.8,1.07,0.0,0.71,146.6,5.43,M,2.8981,0.295,25.613999,-50.995956
2240424,4549,RACS_2144-25A_1638,RACS_2144-25A_1467,RACS_2144-25A,8576,58598.86623,1,329.260446,-25.815881,0.94,0.82,7.94,0.738,1.288,7.94,0.738,1.288,4.738,0.297,35.46,2.37,29.57,1.73,57.44,14.25,25.12,2.37,15.79,1.73,57.44,14.25,S,2.9891,0.275,24.654482,-51.147454
2240425,4549,RACS_2144-25A_1639,RACS_2144-25A_1468,RACS_2144-25A,8576,58598.86623,1,329.302925,-27.386806,1.28,1.05,3.323,0.57,0.928,3.323,0.57,0.928,2.96,0.304,28.17,3.06,24.96,2.42,71.99,35.53,12.9,3.06,0.0,2.42,71.99,35.53,S,3.6968,0.297,22.198534,-51.483845
2240426,4549,RACS_2144-25A_1640,RACS_2144-25A_1469,RACS_2144-25A,8576,58598.86623,1,329.184202,-22.861813,1.26,2.34,3.263,0.638,0.968,3.263,0.638,0.968,2.416,0.29,38.67,5.9,21.87,2.06,156.16,9.98,29.47,5.9,0.0,2.06,156.16,9.98,S,3.6612,0.29,29.166445,-50.379548
2240427,4549,RACS_2144-25A_1643,RACS_2144-25A_1471,RACS_2144-25A,8576,58598.86623,1,329.21516,-24.236094,0.8,1.13,2.492,0.4,0.784,2.492,0.4,0.784,2.649,0.239,27.11,2.74,21.72,1.75,160.05,16.84,0.0,2.74,0.0,1.75,0.0,16.84,S,3.0222,0.245,27.084477,-50.754827
2240428,4549,RACS_2144-25A_1644,RACS_2144-25A_1472,RACS_2144-25A,8576,58598.86623,1,329.310704,-27.776662,2.5,3.11,2.747,0.822,1.075,2.747,0.822,1.075,1.814,0.352,37.12,8.38,25.56,4.26,144.14,24.1,27.43,8.38,5.04,4.26,144.14,24.1,S,3.9483,0.336,21.582946,-51.556748
2240429,4549,RACS_2144-25A_1645,RACS_2144-25A_1473,RACS_2144-25A,8576,58598.86623,1,329.18159,-22.942123,1.55,1.53,2.151,0.493,0.816,2.151,0.493,0.816,2.042,0.272,29.05,4.35,22.72,2.69,132.83,23.62,14.71,4.35,0.0,2.69,132.83,23.62,S,3.6094,0.272,29.044016,-50.398584
2240430,4549,RACS_2144-25A_1646,RACS_2144-25A_1474,RACS_2144-25A,8576,58598.86623,1,329.199274,-23.823129,0.86,0.79,4.049,0.483,0.921,4.049,0.483,0.921,3.666,0.259,29.38,2.3,23.53,1.5,127.48,13.17,15.38,2.3,0.0,1.5,127.48,13.17,S,3.1601,0.256,27.711241,-50.640191
2240431,4549,RACS_2144-25A_1647,RACS_2144-25A_1475,RACS_2144-25A,8576,58598.86623,1,329.261772,-26.183238,2.83,2.96,2.114,0.628,0.903,2.114,0.628,0.903,1.432,0.272,38.62,8.9,23.92,3.73,135.4,19.08,29.43,8.9,0.0,3.73,135.4,19.08,S,3.0911,0.264,24.081002,-51.22323
2240432,4549,RACS_2144-25A_1648,RACS_2144-25A_1476,RACS_2144-25A,8576,58598.86623,1,329.276471,-26.891072,0.43,0.42,9.821,0.598,1.329,9.821,0.598,1.329,8.618,0.315,29.13,1.15,24.5,0.82,132.95,7.79,14.94,1.15,0.0,0.82,132.95,7.79,S,3.4019,0.307,22.974012,-51.371919
2240433,4549,RACS_2144-25A_1651,RACS_2144-25A_1479,RACS_2144-25A,8576,58598.86623,1,329.213977,-24.793883,1.91,1.95,3.384,0.693,1.011,3.384,0.693,1.011,2.15,0.29,36.58,5.55,26.93,3.22,134.91,19.84,26.68,5.55,9.96,3.22,134.91,19.84,S,2.899,0.273,26.22562,-50.884143
2240434,4549,RACS_2144-25A_1654,RACS_2144-25A_1481,RACS_2144-25A,8576,58598.86623,1,329.247579,-26.256027,1.19,1.83,4.118,0.663,1.03,4.118,0.663,1.03,2.766,0.286,37.96,4.68,24.55,2.13,152.92,10.62,28.56,4.68,0.0,2.13,152.92,10.62,S,3.1039,0.276,23.963054,-51.225202
2240435,4549,RACS_2144-25A_1655,RACS_2144-25A_1482,RACS_2144-25A,8576,58598.86623,1,329.210713,-24.959925,1.79,1.47,4.442,0.761,1.112,4.442,0.761,1.112,2.669,0.307,36.2,4.53,28.77,3.04,117.99,21.93,26.15,4.53,14.23,3.04,117.99,21.93,S,2.8796,0.286,25.968107,-50.918846
2240436,4549,RACS_2144-25A_1656,RACS_2144-25A_1483,RACS_2144-25A,8576,58598.86623,1,329.20808,-24.778625,1.94,1.98,1.551,0.473,0.771,1.551,0.473,0.771,1.486,0.265,26.98,5.07,24.21,4.09,136.85,68.89,10.11,5.07,0.0,4.09,136.85,68.89,S,2.8957,0.263,26.247229,-50.875448
2240437,4549,RACS_2144-25A_1660,RACS_2144-25A_1486,RACS_2144-25A,8576,58598.86623,1,329.180682,-23.931639,0.35,0.69,13.452,0.678,1.593,13.452,0.678,1.593,7.988,0.267,41.61,1.67,25.33,0.7,162.71,2.3,33.26,1.67,3.94,0.7,162.71,2.3,S,3.1,0.257,27.538796,-50.650474
2240438,4549,RACS_2144-25A_1662,RACS_2144-25A_1488,RACS_2144-25A,8576,58598.86623,1,329.245046,-26.421943,1.28,1.84,3.766,0.673,1.018,3.766,0.673,1.018,2.633,0.3,35.43,4.65,25.27,2.51,153.14,14.89,25.1,4.65,3.42,2.51,153.14,14.89,S,3.1639,0.287,23.702468,-51.255508
2240439,4549,RACS_2144-25A_1663,RACS_2144-25A_1489,RACS_2144-25A,8576,58598.86623,1,329.255962,-27.017262,0.06,0.06,53.715,0.524,4.292,53.715,0.524,4.292,52.765,0.299,25.83,0.15,24.68,0.14,145.48,3.48,0.0,0.15,0.0,0.14,0.0,3.48,S,3.4521,0.298,22.769913,-51.377049
2240440,4549,RACS_2144-25A_1666,RACS_2144-25A_1492,RACS_2144-25A,8576,58598.86623,1,329.182205,-24.35278,1.77,2.41,4.886,0.766,1.138,4.886,0.766,1.138,2.293,0.254,49.15,6.59,27.14,2.48,145.49,9.34,42.31,6.59,10.52,2.48,145.49,9.34,S,2.9596,0.247,26.894036,-50.753451
2240441,4549,RACS_2144-25A_1667,RACS_2144-25A_1494,RACS_2144-25A,8576,58598.86623,1,329.224787,-25.889735,1.76,2.16,1.951,0.532,0.829,1.951,0.532,0.829,1.638,0.272,29.51,5.27,25.26,3.9,156.01,45.12,15.68,5.27,3.4,3.9,156.01,45.12,S,2.975,0.263,24.528756,-51.131283
2240442,4549,RACS_2144-25A_1670,RACS_2144-25A_1497,RACS_2144-25A,8576,58598.86623,1,329.164606,-23.844886,0.83,1.1,3.551,0.5,0.9,3.551,0.5,0.9,3.156,0.266,28.69,2.6,24.55,1.92,168.38,22.32,0.0,2.6,0.0,1.92,0.0,22.32,S,3.1221,0.26,27.665639,-50.614851
2240443,4549,RACS_2144-25A_1671,RACS_2144-25A_1498,RACS_2144-25A,8576,58598.86623,1,329.212586,-25.805154,1.44,2.0,2.003,0.516,0.822,2.003,0.516,0.822,1.928,0.287,29.48,5.06,22.06,2.84,152.43,22.29,0.0,5.06,0.0,2.84,0.0,22.29,S,2.9447,0.289,24.656985,-51.103082
2240444,4549,RACS_2144-25A_1672,RACS_2144-25A_1499,RACS_2144-25A,8576,58598.86623,1,329.191752,-25.174279,1.46,1.23,5.043,0.769,1.148,5.043,0.769,1.148,3.406,0.337,34.78,3.82,26.64,2.37,122.88,16.08,24.15,3.82,9.18,2.37,122.88,16.08,S,2.8552,0.318,25.630439,-50.949801
2240445,4549,RACS_2144-25A_1673,RACS_2144-25A_1500,RACS_2144-25A,8576,58598.86623,1,329.239043,-27.096288,0.81,0.85,4.975,0.617,1.049,4.975,0.617,1.049,4.604,0.337,28.1,2.22,24.08,1.63,138.2,19.04,12.82,2.22,0.0,1.63,138.2,19.04,S,3.4826,0.332,22.641031,-51.376533
2240446,4549,RACS_2144-25A_1676,RACS_2144-25A_1502,RACS_2144-25A,8576,58598.86623,1,329.149018,-23.667385,1.78,1.83,1.518,0.403,0.728,1.518,0.403,0.728,1.528,0.228,30.16,5.44,20.62,2.55,135.03,17.56,16.82,5.44,0.0,2.55,135.03,17.56,S,3.1884,0.235,27.930794,-50.556818
2240447,4549,RACS_2144-25A_1677,RACS_2144-25A_1503,RACS_2144-25A,8576,58598.86623,1,329.236385,-27.061519,0.86,1.22,3.25,0.541,0.907,3.25,0.541,0.907,3.34,0.315,28.15,3.03,21.64,1.78,155.44,14.78,0.0,3.03,0.0,1.78,0.0,14.78,S,3.4614,0.321,22.695127,-51.367927
2240448,4549,RACS_2144-25A_1678,RACS_2144-25A_1504,RACS_2144-25A,8576,58598.86623,1,329.134958,-23.359383,0.31,0.28,13.318,0.58,1.545,13.318,0.58,1.545,12.03,0.312,27.59,0.75,25.12,0.63,117.96,10.74,11.58,0.75,2.46,0.63,117.96,10.74,S,3.3329,0.306,28.394106,-50.466132
2240449,4549,RACS_2144-25A_1679,RACS_2144-25A_1505,RACS_2144-25A,8576,58598.86623,1,329.221286,-26.616475,1.15,1.12,2.46,0.439,0.803,2.46,0.439,0.803,2.435,0.251,27.41,3.08,23.07,2.18,131.28,24.66,11.24,3.08,0.0,2.18,131.28,24.66,S,3.2271,0.252,23.390853,-51.272065
2240450,4549,RACS_2144-25A_1682,RACS_2144-25A_1507,RACS_2144-25A,8576,58598.86623,1,329.175009,-24.964846,2.82,3.62,2.492,0.745,1.005,2.492,0.745,1.005,1.533,0.299,41.93,10.1,24.26,3.84,143.33,17.95,33.66,10.1,0.0,3.84,143.33,17.95,S,2.847,0.292,25.948971,-50.888411
2240451,4549,RACS_2144-25A_1685,RACS_2144-25A_1510,RACS_2144-25A,8576,58598.86623,1,329.133615,-23.498849,0.63,0.84,5.815,0.552,1.062,5.815,0.552,1.062,4.595,0.269,31.95,2.09,24.8,1.3,153.18,9.46,19.86,2.09,0.0,1.3,153.18,9.46,S,3.2586,0.26,28.181713,-50.500593
2240452,4549,RACS_2144-25A_1686,RACS_2144-25A_1511,RACS_2144-25A,8576,58598.86623,1,329.119928,-23.16291,0.13,0.19,30.004,0.617,2.672,30.004,0.617,2.672,23.57,0.299,32.83,0.47,24.28,0.27,154.55,0.78,21.24,0.47,0.0,0.27,154.55,0.78,S,3.4318,0.289,28.686423,-50.401917
2240453,4549,RACS_2144-25A_1687,RACS_2144-25A_1512,RACS_2144-25A,8576,58598.86623,1,329.218011,-26.91304,1.78,1.72,3.537,0.729,1.044,3.537,0.729,1.044,2.42,0.323,32.68,4.66,27.99,3.5,130.31,36.35,21.05,4.66,12.51,3.5,130.31,36.35,S,3.3684,0.303,22.924063,-51.324725
2240454,4549,RACS_2144-25A_1690,RACS_2144-25A_1515,RACS_2144-25A,8576,58598.86623,1,329.230007,-27.318194,1.48,2.12,1.574,0.466,0.768,1.574,0.466,0.768,1.688,0.277,27.85,5.31,20.97,2.97,154.03,24.94,0.0,5.31,0.0,2.97,0.0,24.94,S,3.6039,0.287,22.288782,-51.408093
2240455,4549,RACS_2144-25A_1691,RACS_2144-25A_1516,RACS_2144-25A,8576,58598.86623,1,329.156355,-24.768885,0.09,0.09,30.136,0.434,2.645,30.136,0.434,2.645,30.045,0.25,25.39,0.21,24.72,0.2,144.03,11.51,0.0,0.21,0.0,0.2,0.0,11.51,S,2.8505,0.25,26.245244,-50.827501
2240456,4549,RACS_2144-25A_1692,RACS_2144-25A_1517,RACS_2144-25A,8576,58598.86623,1,329.17761,-25.740405,0.2,0.19,15.344,0.476,1.645,15.344,0.476,1.645,14.878,0.269,26.15,0.49,24.68,0.43,125.0,11.64,7.63,0.49,0.0,0.43,125.0,11.64,S,2.9005,0.267,24.747368,-51.058804
2240457,4549,RACS_2144-25A_1693,RACS_2144-25A_1518,RACS_2144-25A,8576,58598.86623,1,329.133077,-23.903223,2.35,1.33,2.173,0.5,0.822,2.173,0.5,0.822,1.819,0.249,34.73,5.89,21.53,2.37,111.03,13.24,0.0,5.89,0.0,2.37,0.0,13.24,S,3.0716,0.249,27.565347,-50.601306
2240458,4549,RACS_2144-25A_1694,RACS_2144-25A_1519,RACS_2144-25A,8576,58598.86623,1,329.170699,-25.383386,1.2,1.54,2.356,0.516,0.842,2.356,0.516,0.842,2.372,0.297,27.53,3.82,22.57,2.56,153.88,26.58,0.0,3.82,0.0,2.56,0.0,26.58,S,2.8447,0.3,25.299834,-50.97686
2240459,4549,RACS_2144-25A_1699,RACS_2144-25A_1523,RACS_2144-25A,8576,58598.86623,1,329.200525,-27.053042,0.18,0.17,24.742,0.633,2.32,24.742,0.633,2.32,21.275,0.33,28.11,0.45,25.9,0.39,124.25,6.44,12.85,0.45,6.62,0.39,124.25,6.44,S,3.4301,0.319,22.699215,-51.334985
2240460,4549,RACS_2144-25A_1700,RACS_2144-25A_1524,RACS_2144-25A,8576,58598.86623,1,329.172054,-25.820605,1.17,1.21,2.22,0.445,0.792,2.22,0.445,0.792,2.368,0.267,26.14,3.19,22.45,2.34,136.84,30.64,0.0,3.19,0.0,2.34,0.0,30.64,S,2.9126,0.273,24.620885,-51.070587
2240461,4549,RACS_2144-25A_1702,RACS_2144-25A_1526,RACS_2144-25A,8576,58598.86623,1,329.164453,-25.953127,1.27,1.06,8.949,0.8,1.381,8.949,0.8,1.381,4.72,0.286,48.29,3.71,24.57,1.17,127.21,3.86,41.31,3.71,0.0,1.17,127.21,3.86,S,2.9387,0.284,24.412212,-51.091165
2240462,4549,RACS_2144-25A_1703,RACS_2144-25A_1527,RACS_2144-25A,8576,58598.86623,1,329.170745,-26.149771,0.42,0.45,7.292,0.474,1.116,7.292,0.474,1.116,6.639,0.256,27.85,1.14,24.68,0.9,144.61,12.27,12.26,1.14,0.0,0.9,144.61,12.27,S,3.0029,0.251,24.107274,-51.136493
2240463,4549,RACS_2144-25A_1707,RACS_2144-25A_1531,RACS_2144-25A,8576,58598.86623,1,329.201587,-27.326851,1.14,1.02,4.374,0.618,1.016,4.374,0.618,1.016,3.49,0.304,31.19,3.0,25.16,1.99,125.01,16.8,18.65,3.0,2.41,1.99,125.01,16.8,S,3.5888,0.293,22.268021,-51.384755
2240464,4549,RACS_2144-25A_1708,RACS_2144-25A_1532,RACS_2144-25A,8576,58598.86623,1,329.126347,-24.522364,1.03,1.67,3.068,0.536,0.894,3.068,0.536,0.894,2.451,0.262,32.87,4.06,23.83,2.21,161.73,14.53,0.0,4.06,0.0,2.21,0.0,14.53,S,2.8682,0.255,26.614625,-50.743953
2240465,4549,RACS_2144-25A_1709,RACS_2144-25A_1533,RACS_2144-25A,8576,58598.86623,1,329.156966,-25.827409,0.46,0.5,7.457,0.527,1.15,7.457,0.527,1.15,6.71,0.282,28.7,1.31,24.23,0.94,140.78,9.54,14.09,1.31,0.0,0.94,140.78,9.54,S,2.9009,0.277,24.605818,-51.058709
2240466,4549,RACS_2144-25A_1714,RACS_2144-25A_1538,RACS_2144-25A,8576,58598.86623,1,329.094899,-23.527566,0.1,0.1,27.851,0.46,2.492,27.851,0.46,2.492,27.505,0.263,25.8,0.25,24.57,0.23,142.23,7.14,0.0,0.25,0.0,0.23,0.0,7.14,S,3.2134,0.263,28.123885,-50.47355
2240467,4549,RACS_2144-25A_1715,RACS_2144-25A_1539,RACS_2144-25A,8576,58598.86623,1,329.111801,-24.164598,2.4,3.35,2.128,0.624,0.901,2.128,0.624,0.901,1.471,0.272,39.44,9.09,22.97,3.4,146.39,16.89,30.49,9.09,0.0,3.4,146.39,16.89,S,2.9559,0.268,27.158302,-50.646138
2240468,4549,RACS_2144-25A_1717,RACS_2144-25A_1540,RACS_2144-25A,8576,58598.86623,2,329.133731,-25.107685,2.79,3.89,1.67,0.673,0.913,4.249,0.934,1.228,1.168,0.303,32.75,9.16,27.32,6.57,177.99,62.5,21.15,9.16,10.96,6.57,177.99,62.5,M,2.8032,0.285,25.715032,-50.88385
2240469,4549,RACS_2144-25A_1716,RACS_2144-25A_1540,RACS_2144-25A,8576,58598.86623,2,329.123415,-25.108836,1.57,2.69,2.58,0.648,0.94,4.249,0.934,1.228,1.869,0.296,35.36,6.54,24.42,3.3,161.84,19.62,25.01,6.54,0.0,3.3,161.84,19.62,M,2.7939,0.285,25.709967,-50.874997
2240470,4549,RACS_2144-25A_1719,RACS_2144-25A_1542,RACS_2144-25A,8576,58598.86623,1,329.193805,-27.556977,1.2,1.31,3.615,0.641,0.989,3.615,0.641,0.989,3.11,0.333,29.14,3.36,24.98,2.49,142.4,28.7,14.97,3.36,0.0,2.49,142.4,28.7,S,3.7267,0.324,21.902797,-51.417776
2240471,4549,RACS_2144-25A_1720,RACS_2144-25A_1543,RACS_2144-25A,8576,58598.86623,1,329.122559,-24.971467,0.77,1.15,3.347,0.497,0.887,3.347,0.497,0.887,3.223,0.277,28.49,2.74,22.81,1.76,167.72,16.05,0.0,2.74,0.0,1.76,0.0,16.05,S,2.7991,0.277,25.92182,-50.843567
2240472,4549,RACS_2144-25A_1721,RACS_2144-25A_1544,RACS_2144-25A,8576,58598.86623,3,329.153436,-26.450816,0.16,0.19,35.99,0.764,3.114,84.503,1.812,6.666,25.449,0.347,31.75,0.46,27.88,0.36,154.71,3.14,19.57,0.46,12.27,0.36,154.71,3.14,M,3.1007,0.326,23.631813,-51.180648
2240473,4549,RACS_2144-25A_1722,RACS_2144-25A_1544,RACS_2144-25A,8576,58598.86623,3,329.137695,-26.432633,0.17,0.23,34.17,0.769,2.992,84.503,1.812,6.666,23.701,0.341,35.86,0.6,25.16,0.31,148.28,0.6,25.71,0.6,2.51,0.31,148.28,0.6,M,3.0803,0.326,23.655892,-51.163289
