id,catalogue_id,gaussian_id,source_id,tile_id,sbid,obs_start_time,n_gaus,ra,dec,e_ra,e_dec,total_flux_gaussian,e_total_flux_gaussian_pybdsf,e_total_flux_gaussian,total_flux_source,e_total_flux_source_pybdsf,e_total_flux_source,peak_flux,e_peak_flux,maj,e_maj,min,e_min,pa,e_pa,dc_maj,e_dc_maj,dc_min,e_dc_min,dc_pa,e_dc_pa,s_code,separation_tile_centre,noise,gal_lon,gal_lat
2331977,4549,RACS_2238-25A_4819,RACS_2238-25A_4319,RACS_2238-25A,8586,58601.06915,1,338.555369,-23.209438,0.75,2.15,12.662,1.419,1.984,12.662,1.419,1.984,5.777,0.458,51.82,5.09,26.45,1.69,6.32,7.43,45.38,5.09,8.64,1.69,6.32,7.43,S,2.1531,0.453,32.4283,-58.802169
2331978,4549,RACS_2238-25A_4820,RACS_2238-25A_4320,RACS_2238-25A,8586,58601.06915,1,338.525872,-26.266565,0.44,0.47,9.261,0.659,1.324,9.261,0.659,1.324,8.756,0.367,26.2,1.12,25.24,1.04,11.25,46.64,7.83,1.12,3.43,1.04,11.25,46.64,S,1.5063,0.362,26.590824,-59.410285
2331979,4549,RACS_2238-25A_4821,RACS_2238-25A_4321,RACS_2238-25A,8586,58601.06915,1,338.54237,-24.156692,0.45,0.41,10.118,0.566,1.334,10.118,0.566,1.334,7.714,0.271,29.32,1.05,27.97,0.96,79.19,31.37,15.32,1.05,12.53,0.96,79.19,31.37,S,1.3824,0.257,30.640639,-59.014937
2331980,4549,RACS_2238-25A_4822,RACS_2238-25A_4322,RACS_2238-25A,8586,58601.06915,1,338.549126,-23.67785,0.77,0.88,5.513,0.602,1.071,5.513,0.602,1.071,4.287,0.293,29.71,2.11,27.06,1.77,21.93,31.69,16.04,2.11,10.35,1.77,21.93,31.69,S,1.7504,0.279,31.547131,-58.910608
2331981,4549,RACS_2238-25A_4823,RACS_2238-25A_4323,RACS_2238-25A,8586,58601.06915,1,338.540669,-24.463381,0.32,0.36,8.629,0.464,1.198,8.629,0.464,1.198,8.415,0.263,26.16,0.85,24.51,0.74,16.19,20.54,0.0,0.85,0.0,0.74,0.0,20.54,S,1.1869,0.262,30.058233,-59.080775
2331982,4549,RACS_2238-25A_4825,RACS_2238-25A_4325,RACS_2238-25A,8586,58601.06915,1,338.517603,-27.104328,2.33,2.5,2.661,0.822,1.071,2.661,0.822,1.071,2.009,0.391,30.81,6.36,26.89,4.94,37.67,62.74,18.0,6.36,9.87,4.94,37.67,62.74,S,2.2098,0.371,24.958615,-59.530602
2331983,4549,RACS_2238-25A_4827,RACS_2238-25A_4326,RACS_2238-25A,8586,58601.06915,2,338.520978,-25.777403,0.02,0.02,219.337,0.596,15.865,407.471,0.851,29.035,202.22,0.326,26.4,0.04,25.69,0.04,167.02,2.91,8.46,0.04,5.89,0.04,167.02,2.91,M,1.187,0.32,27.535134,-59.322101
2331984,4549,RACS_2238-25A_4826,RACS_2238-25A_4326,RACS_2238-25A,8586,58601.06915,2,338.522862,-25.784243,0.02,0.02,188.133,0.607,13.683,407.471,0.851,29.035,170.146,0.327,26.62,0.05,25.97,0.05,148.22,3.71,9.12,0.05,7.03,0.05,148.22,3.71,M,1.1893,0.32,27.522535,-59.32499
2331985,4549,RACS_2238-25A_4828,RACS_2238-25A_4327,RACS_2238-25A,8586,58601.06915,1,338.546992,-22.966364,0.01,0.02,396.091,0.921,28.241,396.091,0.921,28.241,376.598,0.514,25.92,0.04,25.38,0.03,179.65,3.18,6.77,0.04,4.38,0.03,179.65,3.18,S,2.3759,0.508,32.878084,-58.733217
2331986,4549,RACS_2238-25A_4830,RACS_2238-25A_4329,RACS_2238-25A,8586,58601.06915,1,338.534758,-24.597548,0.19,0.21,13.168,0.422,1.483,13.168,0.422,1.483,12.808,0.239,25.8,0.49,24.91,0.46,165.7,22.19,0.0,0.49,0.0,0.46,0.0,22.19,S,1.1214,0.238,29.800819,-59.104165
2331988,4549,RACS_2238-25A_4835,RACS_2238-25A_4334,RACS_2238-25A,8586,58601.06915,2,338.501556,-26.333516,0.22,0.19,25.287,0.701,2.376,45.2,0.965,3.789,19.95,0.344,29.1,0.52,27.23,0.46,98.87,11.43,14.89,0.52,10.79,0.46,98.87,11.43,M,1.5712,0.328,26.454048,-59.399724
2331989,4549,RACS_2238-25A_4836,RACS_2238-25A_4334,RACS_2238-25A,8586,58601.06915,2,338.509584,-26.337314,0.25,0.22,19.913,0.664,2.007,45.2,0.965,3.789,16.716,0.34,28.14,0.59,26.47,0.52,100.32,14.39,12.91,0.59,8.67,0.52,100.32,14.39,M,1.5695,0.328,26.448982,-59.40744
2331990,4549,RACS_2238-25A_4837,RACS_2238-25A_4335,RACS_2238-25A,8586,58601.06915,1,338.521248,-24.950617,4.99,2.15,4.259,1.023,1.297,4.259,1.023,1.297,1.516,0.276,55.79,11.82,31.47,4.91,97.3,19.0,49.88,11.82,19.11,4.91,97.3,19.0,S,1.0138,0.27,29.122523,-59.165146
2331991,4549,RACS_2238-25A_4838,RACS_2238-25A_4336,RACS_2238-25A,8586,58601.06915,1,338.540939,-23.218368,0.87,1.05,5.35,0.798,1.184,5.35,0.798,1.184,5.192,0.449,27.85,2.64,23.14,1.83,29.7,21.15,0.0,2.64,0.0,1.83,0.0,21.15,S,2.1511,0.449,32.40522,-58.791556
2331992,4549,RACS_2238-25A_4839,RACS_2238-25A_4337,RACS_2238-25A,8586,58601.06915,1,338.548716,-22.328519,1.41,2.05,2.804,0.696,0.985,2.804,0.696,0.985,2.569,0.374,30.49,5.14,22.41,2.82,24.46,22.62,0.0,5.14,0.0,2.82,0.0,22.62,S,2.9687,0.373,34.06114,-58.56586
2331993,4549,RACS_2238-25A_4840,RACS_2238-25A_4338,RACS_2238-25A,8586,58601.06915,1,338.509043,-26.429047,2.28,3.48,3.358,0.862,1.133,3.358,0.862,1.133,1.746,0.311,42.74,8.78,28.13,4.34,155.92,22.53,34.66,8.78,12.9,4.34,155.92,22.53,S,1.6412,0.294,26.2709,-59.421741
2331994,4549,RACS_2238-25A_4841,RACS_2238-25A_4339,RACS_2238-25A,8586,58601.06915,1,338.51902,-24.85554,0.2,0.22,14.432,0.469,1.581,14.432,0.469,1.581,13.528,0.259,26.35,0.51,25.31,0.48,7.28,20.07,8.32,0.51,3.92,0.48,7.28,20.07,S,1.0372,0.255,29.303291,-59.143856
2331995,4549,RACS_2238-25A_4845,RACS_2238-25A_4343,RACS_2238-25A,8586,58601.06915,1,338.524493,-23.03975,0.4,0.44,16.624,1.024,1.953,16.624,1.024,1.953,14.597,0.541,27.95,1.08,25.48,0.9,27.65,17.6,12.46,1.08,4.94,0.9,27.65,17.6,S,2.318,0.526,32.731194,-58.731928
2331996,4549,RACS_2238-25A_4848,RACS_2238-25A_4346,RACS_2238-25A,8586,58601.06915,1,338.490161,-26.574068,1.43,1.63,3.654,0.688,1.022,3.654,0.688,1.022,2.858,0.332,33.5,4.51,23.87,2.39,39.08,16.95,22.3,4.51,0.0,2.39,39.08,16.95,S,1.7676,0.322,25.984129,-59.427929
2331997,4549,RACS_2238-25A_4849,RACS_2238-25A_4347,RACS_2238-25A,8586,58601.06915,1,338.52197,-22.799308,0.43,0.46,11.909,0.85,1.582,11.909,0.85,1.582,11.78,0.487,25.9,1.1,24.41,0.98,26.28,30.03,0.0,1.1,0.0,0.98,0.0,30.03,S,2.5382,0.486,33.177247,-58.667763
2331998,4549,RACS_2238-25A_4851,RACS_2238-25A_4349,RACS_2238-25A,8586,58601.06915,2,338.481044,-26.617132,0.34,0.48,11.524,0.672,1.469,13.407,0.892,1.693,9.825,0.347,29.61,1.13,24.77,0.81,2.53,9.3,0.0,1.13,0.0,0.81,0.0,9.3,M,1.8075,0.337,25.898001,-59.426554
2331999,4549,RACS_2238-25A_4852,RACS_2238-25A_4349,RACS_2238-25A,8586,58601.06915,2,338.479845,-26.606756,1.53,2.58,1.884,0.587,0.863,13.407,0.892,1.693,1.864,0.33,30.04,6.35,21.03,3.12,19.71,24.05,0.0,6.35,0.0,3.12,0.0,24.05,M,1.7996,0.337,25.917827,-59.42389
2332000,4549,RACS_2238-25A_4853,RACS_2238-25A_4350,RACS_2238-25A,8586,58601.06915,1,338.495547,-25.366502,0.63,1.14,3.544,0.478,0.888,3.544,0.478,0.888,3.383,0.264,29.73,2.69,22.03,1.48,2.51,12.58,0.0,2.69,0.0,1.48,0.0,12.58,S,1.0465,0.265,28.317286,-59.223833
2332001,4549,RACS_2238-25A_4854,RACS_2238-25A_4351,RACS_2238-25A,8586,58601.06915,1,338.499132,-24.288621,0.29,0.3,10.36,0.454,1.307,10.36,0.454,1.307,9.304,0.244,26.93,0.72,25.86,0.66,154.7,27.04,10.0,0.72,6.57,0.66,154.7,27.04,S,1.3226,0.238,30.373798,-59.005785
2332002,4549,RACS_2238-25A_4855,RACS_2238-25A_4352,RACS_2238-25A,8586,58601.06915,1,338.463106,-27.986841,0.21,0.24,13.095,0.464,1.491,13.095,0.464,1.491,12.644,0.262,26.47,0.57,24.48,0.49,17.84,11.76,0.0,0.57,0.0,0.49,0.0,11.76,S,3.0394,0.26,23.218559,-59.595167
2332003,4549,RACS_2238-25A_4857,RACS_2238-25A_4354,RACS_2238-25A,8586,58601.06915,1,338.487775,-25.762139,2.53,1.83,2.018,0.633,0.901,2.018,0.633,0.901,1.754,0.331,29.29,6.0,24.56,4.27,82.02,48.0,0.0,6.0,0.0,4.27,0.0,48.0,S,1.2042,0.323,27.554088,-59.289954
2332004,4549,RACS_2238-25A_4858,RACS_2238-25A_4355,RACS_2238-25A,8586,58601.06915,1,338.515949,-22.547868,1.69,1.62,3.272,0.824,1.1,3.272,0.824,1.1,3.131,0.459,28.32,4.59,23.09,3.06,48.53,32.59,13.25,4.59,0.0,3.06,48.53,32.59,S,2.7732,0.458,33.640323,-58.596002
2332005,4549,RACS_2238-25A_4860,RACS_2238-25A_4357,RACS_2238-25A,8586,58601.06915,1,338.508607,-22.559442,2.32,2.88,6.134,1.409,1.688,6.134,1.409,1.688,2.97,0.484,41.17,7.33,31.39,4.69,30.07,29.41,32.69,7.33,18.98,4.69,30.07,29.41,S,2.7649,0.45,33.615442,-58.592562
2332006,4549,RACS_2238-25A_4863,RACS_2238-25A_4359,RACS_2238-25A,8586,58601.06915,1,338.501692,-23.287379,1.14,1.48,5.475,0.861,1.234,5.475,0.861,1.234,3.865,0.39,32.89,3.6,26.94,2.5,21.76,23.35,21.36,3.6,10.02,2.5,21.76,23.35,S,2.107,0.368,32.258952,-58.773781
2332007,4549,RACS_2238-25A_4864,RACS_2238-25A_4360,RACS_2238-25A,8586,58601.06915,1,338.47403,-25.973321,0.32,0.33,11.75,0.572,1.441,11.75,0.572,1.441,10.751,0.311,26.67,0.79,25.61,0.73,31.66,29.89,9.3,0.79,5.55,0.73,31.66,29.89,S,1.3362,0.305,27.142607,-59.314937
2332008,4549,RACS_2238-25A_4865,RACS_2238-25A_4361,RACS_2238-25A,8586,58601.06915,1,338.492871,-24.217205,2.39,1.94,1.582,0.485,0.78,1.582,0.485,0.78,1.344,0.25,29.0,5.74,25.38,4.44,72.89,61.12,14.68,5.74,4.34,4.44,72.89,61.12,S,1.3736,0.242,30.506554,-58.984418
2332009,4549,RACS_2238-25A_4866,RACS_2238-25A_4362,RACS_2238-25A,8586,58601.06915,1,338.489491,-24.248374,1.05,1.46,2.237,0.44,0.79,2.237,0.44,0.79,2.15,0.246,27.68,3.43,23.5,2.48,1.77,31.14,0.0,3.43,0.0,2.48,0.0,31.14,S,1.3553,0.245,30.44624,-58.988326
2332010,4549,RACS_2238-25A_4867,RACS_2238-25A_4363,RACS_2238-25A,8586,58601.06915,2,338.470432,-24.840021,0.11,0.11,28.683,0.485,2.554,48.46,0.72,3.958,25.811,0.261,26.83,0.28,25.89,0.26,35.8,12.24,9.73,0.28,6.73,0.26,35.8,12.24,M,1.0838,0.255,29.315303,-59.097523
2332011,4549,RACS_2238-25A_4868,RACS_2238-25A_4363,RACS_2238-25A,8586,58601.06915,2,338.475861,-24.843479,0.2,0.19,19.776,0.532,1.958,48.46,0.72,3.958,16.015,0.266,28.28,0.48,27.3,0.45,53.71,20.02,13.21,0.48,10.96,0.45,53.71,20.02,M,1.0782,0.255,29.310678,-59.103053
2332013,4549,RACS_2238-25A_4875,RACS_2238-25A_4367,RACS_2238-25A,8586,58601.06915,1,338.469608,-25.483345,1.73,2.61,3.161,0.679,0.991,3.161,0.679,0.991,1.768,0.259,38.68,6.31,28.9,3.82,16.5,24.72,29.52,6.31,14.49,3.82,16.5,24.72,S,1.1007,0.242,28.084402,-59.222853
2332014,4549,RACS_2238-25A_4878,RACS_2238-25A_4368,RACS_2238-25A,8586,58601.06915,3,338.448828,-26.665631,1.78,1.98,2.087,0.63,0.903,85.546,1.341,6.625,2.059,0.36,26.3,4.8,24.09,4.04,154.37,85.27,0.0,4.8,0.0,4.04,0.0,85.27,M,1.8638,0.359,25.795109,-59.405561
2332015,4549,RACS_2238-25A_4876,RACS_2238-25A_4368,RACS_2238-25A,8586,58601.06915,3,338.447367,-26.657523,0.08,0.07,76.038,0.753,5.871,85.546,1.341,6.625,61.354,0.375,29.77,0.19,26.03,0.15,124.94,2.51,16.15,0.19,7.25,0.15,124.94,2.51,M,1.8579,0.359,25.810458,-59.403028
2332016,4549,RACS_2238-25A_4877,RACS_2238-25A_4368,RACS_2238-25A,8586,58601.06915,3,338.443692,-26.653829,0.97,1.4,7.422,0.913,1.369,85.546,1.341,6.625,4.67,0.378,38.24,3.59,25.99,1.81,27.49,11.01,28.93,3.59,7.07,1.81,27.49,11.01,M,1.8567,0.359,25.816637,-59.399215
2332017,4549,RACS_2238-25A_4879,RACS_2238-25A_4369,RACS_2238-25A,8586,58601.06915,1,338.478748,-23.875188,0.94,1.31,2.997,0.49,0.862,2.997,0.49,0.862,2.655,0.259,29.21,3.12,24.17,2.16,11.39,23.43,0.0,3.12,0.0,2.16,0.0,23.43,S,1.6301,0.254,31.14648,-58.894236
2332018,4549,RACS_2238-25A_4880,RACS_2238-25A_4370,RACS_2238-25A,8586,58601.06915,2,338.475523,-22.327054,0.44,0.48,9.586,0.693,1.361,16.378,1.366,2.14,9.295,0.392,26.24,1.14,24.6,1.0,24.56,28.29,0.0,1.14,0.0,1.0,0.0,28.29,M,2.993,0.389,34.028397,-58.500332
2332019,4549,RACS_2238-25A_4881,RACS_2238-25A_4370,RACS_2238-25A,8586,58601.06915,2,338.489084,-22.3193,2.17,2.0,6.792,1.178,1.529,16.378,1.366,2.14,3.371,0.409,44.58,6.3,28.29,2.95,49.2,14.6,36.89,6.3,13.22,2.95,49.2,14.6,M,2.9959,0.389,34.049239,-58.510279
2332020,4549,RACS_2238-25A_4883,RACS_2238-25A_4372,RACS_2238-25A,8586,58601.06915,1,338.434098,-27.640059,0.45,0.41,10.141,0.581,1.342,10.141,0.581,1.342,8.103,0.288,29.77,1.12,26.31,0.88,58.24,12.89,16.16,1.12,8.11,0.88,58.24,12.89,S,2.7267,0.275,23.892075,-59.528138
2332021,4549,RACS_2238-25A_4884,RACS_2238-25A_4373,RACS_2238-25A,8586,58601.06915,4,338.444776,-26.127393,0.03,0.03,213.854,0.814,15.491,450.517,1.939,32.095,185.07,0.426,27.79,0.07,26.0,0.06,133.96,1.98,12.11,0.07,7.14,0.06,133.96,1.98,M,1.457,0.413,26.836332,-59.315358
2332022,4549,RACS_2238-25A_4885,RACS_2238-25A_4373,RACS_2238-25A,8586,58601.06915,4,338.429759,-26.112782,0.03,0.03,156.987,0.75,11.513,450.517,1.939,32.095,149.014,0.418,26.09,0.07,25.24,0.07,145.6,4.03,7.45,0.07,3.47,0.07,145.6,4.03,M,1.4571,0.413,26.860085,-59.299601
2332023,4549,RACS_2238-25A_4886,RACS_2238-25A_4373,RACS_2238-25A,8586,58601.06915,4,338.432726,-26.116131,0.46,0.38,39.268,1.33,3.51,450.517,1.939,32.095,18.033,0.438,44.94,1.24,30.29,0.65,125.38,3.71,37.34,1.24,17.11,0.65,125.38,3.71,M,1.4574,0.413,26.854501,-59.302793
2332024,4549,RACS_2238-25A_4887,RACS_2238-25A_4373,RACS_2238-25A,8586,58601.06915,4,338.439912,-26.123481,0.16,0.16,40.409,0.876,3.442,450.517,1.939,32.095,32.1,0.432,29.07,0.4,27.08,0.35,44.58,8.49,14.83,0.4,10.38,0.35,44.58,8.49,M,1.4576,0.413,26.842444,-59.310394
2332025,4549,RACS_2238-25A_4888,RACS_2238-25A_4374,RACS_2238-25A,8586,58601.06915,1,338.463944,-25.035042,1.24,1.72,1.917,0.454,0.78,1.917,0.454,0.78,1.937,0.262,27.85,4.21,22.22,2.68,21.45,27.39,0.0,4.21,0.0,2.68,0.0,27.39,S,1.0537,0.265,28.94092,-59.131206
2332026,4549,RACS_2238-25A_4889,RACS_2238-25A_4375,RACS_2238-25A,8586,58601.06915,1,338.486053,-22.196834,1.05,1.39,6.426,0.877,1.293,6.426,0.877,1.293,4.363,0.384,35.64,3.57,25.86,2.0,29.57,13.71,25.37,3.57,6.62,2.0,29.57,13.71,S,3.1122,0.365,34.273054,-58.473894
2332028,4549,RACS_2238-25A_4891,RACS_2238-25A_4377,RACS_2238-25A,8586,58601.06915,1,338.430764,-27.477164,2.44,1.98,2.42,0.682,0.956,2.42,0.682,0.956,1.812,0.323,30.94,5.84,27.0,4.54,107.26,57.62,18.21,5.84,10.17,4.54,107.26,57.62,S,2.5791,0.306,24.209825,-59.50446
2332029,4549,RACS_2238-25A_4892,RACS_2238-25A_4378,RACS_2238-25A,8586,58601.06915,1,338.468248,-22.836827,0.34,0.39,50.364,1.507,4.298,50.364,1.507,4.298,24.09,0.51,44.99,1.1,29.07,0.53,142.18,3.0,37.4,1.1,14.81,0.53,142.18,3.0,S,2.5239,0.484,33.082852,-58.629716
2332030,4549,RACS_2238-25A_4900,RACS_2238-25A_4385,RACS_2238-25A,8586,58601.06915,1,338.468715,-22.418667,0.32,0.3,15.664,0.726,1.754,15.664,0.726,1.754,14.061,0.39,27.01,0.77,25.81,0.7,67.53,25.57,10.2,0.77,6.34,0.7,67.53,25.57,S,2.9095,0.38,33.856348,-58.519197
2332031,4549,RACS_2238-25A_4903,RACS_2238-25A_4388,RACS_2238-25A,8586,58601.06915,1,338.421541,-27.387394,0.51,0.56,5.377,0.494,1.006,5.377,0.494,1.006,5.691,0.296,24.89,1.32,23.74,1.21,1.13,46.67,0.0,1.32,0.0,1.21,0.0,46.67,S,2.5014,0.3,24.38303,-59.484579
2332032,4549,RACS_2238-25A_4904,RACS_2238-25A_4389,RACS_2238-25A,8586,58601.06915,1,338.466366,-22.362727,0.24,0.28,21.422,0.788,2.149,21.422,0.788,2.149,18.284,0.408,28.39,0.66,25.82,0.55,173.11,10.53,13.41,0.66,6.44,0.55,173.11,10.53,S,2.9625,0.395,33.958288,-58.501915
2332033,4549,RACS_2238-25A_4909,RACS_2238-25A_4394,RACS_2238-25A,8586,58601.06915,1,338.420763,-26.651667,1.14,0.93,6.138,0.804,1.229,6.138,0.804,1.229,4.58,0.379,31.42,2.79,26.67,2.06,65.85,22.84,19.03,2.79,9.26,2.06,65.85,22.84,S,1.8668,0.359,25.81465,-59.378634
2332034,4549,RACS_2238-25A_4913,RACS_2238-25A_4396,RACS_2238-25A,8586,58601.06915,1,338.439346,-24.508858,2.86,1.83,1.856,0.522,0.818,1.856,0.522,0.818,1.413,0.246,34.95,7.21,23.5,3.44,66.24,22.15,24.41,7.21,0.0,3.44,66.24,22.15,S,1.2406,0.239,29.933393,-59.000486
2332035,4549,RACS_2238-25A_4914,RACS_2238-25A_4397,RACS_2238-25A,8586,58601.06915,1,338.450177,-22.855166,0.28,0.27,16.887,0.779,1.854,16.887,0.779,1.854,17.435,0.459,24.76,0.66,24.47,0.64,57.04,95.12,0.0,0.66,0.0,0.64,0.0,95.12,S,2.5142,0.463,33.040534,-58.618392
2332036,4549,RACS_2238-25A_4915,RACS_2238-25A_4398,RACS_2238-25A,8586,58601.06915,1,338.399721,-27.893867,0.46,0.64,7.304,0.537,1.145,7.304,0.537,1.145,5.84,0.265,30.75,1.52,25.45,1.06,172.41,11.38,17.86,1.52,4.77,1.06,172.41,11.38,S,2.9727,0.255,23.387996,-59.528745
2332037,4549,RACS_2238-25A_4917,RACS_2238-25A_4399,RACS_2238-25A,8586,58601.06915,2,338.432927,-25.071194,1.71,2.17,0.974,0.376,0.681,4.971,0.9,1.237,1.241,0.253,23.49,5.13,20.88,3.99,9.29,74.04,0.0,5.13,0.0,3.99,0.0,74.04,M,1.0789,0.273,28.86099,-59.110866
2332038,4549,RACS_2238-25A_4916,RACS_2238-25A_4399,RACS_2238-25A,8586,58601.06915,2,338.428241,-25.080533,2.27,2.19,3.997,0.818,1.13,4.971,0.9,1.237,2.051,0.294,39.84,6.24,30.59,4.0,48.0,26.34,31.02,6.24,17.62,4.0,48.0,26.34,M,1.0827,0.273,28.84152,-59.108559
2332039,4549,RACS_2238-25A_4918,RACS_2238-25A_4400,RACS_2238-25A,8586,58601.06915,1,338.410121,-26.728765,0.13,0.13,29.583,0.61,2.642,29.583,0.61,2.642,28.845,0.346,25.8,0.32,24.86,0.29,50.51,13.57,6.39,0.32,0.0,0.29,50.51,13.57,S,1.9354,0.344,25.662208,-59.381003
2332040,4549,RACS_2238-25A_4919,RACS_2238-25A_4401,RACS_2238-25A,8586,58601.06915,1,338.443902,-23.279516,3.07,2.0,4.085,1.006,1.276,4.085,1.006,1.276,2.204,0.374,39.13,7.34,29.63,4.56,102.33,29.66,30.11,7.34,15.87,4.56,102.33,29.66,S,2.1399,0.349,32.248288,-58.720404
2332041,4549,RACS_2238-25A_4920,RACS_2238-25A_4402,RACS_2238-25A,8586,58601.06915,1,338.394865,-27.410204,0.79,1.02,9.722,0.815,1.434,9.722,0.815,1.434,5.375,0.307,41.25,2.72,27.43,1.35,148.02,7.75,32.79,2.72,11.29,1.35,148.02,7.75,S,2.5322,0.291,24.332355,-59.464116
2332042,4549,RACS_2238-25A_4921,RACS_2238-25A_4403,RACS_2238-25A,8586,58601.06915,1,338.415802,-25.675231,0.2,0.23,16.544,0.539,1.743,16.544,0.539,1.743,15.502,0.298,26.81,0.53,24.88,0.46,2.38,11.32,0.0,0.53,0.0,0.46,0.0,11.32,S,1.219,0.293,27.69842,-59.210506
2332043,4549,RACS_2238-25A_4922,RACS_2238-25A_4404,RACS_2238-25A,8586,58601.06915,1,338.386821,-27.956047,0.04,0.04,74.437,0.45,5.728,74.437,0.45,5.728,72.795,0.256,25.34,0.09,25.26,0.09,24.13,45.37,4.02,0.09,3.48,0.09,24.13,45.37,S,3.0347,0.255,23.2636,-59.524691
2332044,4549,RACS_2238-25A_4923,RACS_2238-25A_4405,RACS_2238-25A,8586,58601.06915,1,338.431425,-23.977354,0.87,1.38,6.773,0.731,1.218,6.773,0.731,1.218,3.905,0.283,40.75,3.46,26.61,1.65,157.31,9.24,32.18,3.46,9.1,1.65,157.31,9.24,S,1.5818,0.269,30.934812,-58.875669
2332045,4549,RACS_2238-25A_4924,RACS_2238-25A_4406,RACS_2238-25A,8586,58601.06915,1,338.446369,-22.212664,3.21,2.08,4.715,1.121,1.395,4.715,1.121,1.395,2.484,0.408,42.57,8.1,27.92,3.96,66.36,20.6,34.44,8.1,12.39,3.96,66.36,20.6,S,3.1096,0.386,34.224556,-58.442961
2332046,4549,RACS_2238-25A_4925,RACS_2238-25A_4407,RACS_2238-25A,8586,58601.06915,1,338.406469,-26.294912,1.78,1.74,1.464,0.473,0.766,1.464,0.473,0.766,1.689,0.3,23.98,4.39,22.62,3.89,51.0,126.4,0.0,4.39,0.0,3.89,0.0,126.4,S,1.5994,0.312,26.501464,-59.309331
2332047,4549,RACS_2238-25A_4926,RACS_2238-25A_4408,RACS_2238-25A,8586,58601.06915,1,338.431082,-23.411218,1.38,1.28,2.878,0.585,0.913,2.878,0.585,0.913,2.674,0.321,26.98,3.36,24.95,2.88,60.16,65.36,10.11,3.36,0.0,2.88,60.16,65.36,S,2.033,0.316,31.996777,-58.741406
2332048,4549,RACS_2238-25A_4927,RACS_2238-25A_4409,RACS_2238-25A,8586,58601.06915,1,338.415772,-25.098754,1.63,2.56,2.463,0.622,0.916,2.463,0.622,0.916,1.804,0.287,34.27,6.25,24.9,3.46,19.0,24.38,23.44,6.25,0.0,3.46,19.0,24.38,S,1.0932,0.276,28.802382,-59.101099
2332049,4549,RACS_2238-25A_4928,RACS_2238-25A_4410,RACS_2238-25A,8586,58601.06915,1,338.435746,-22.189856,0.06,0.06,73.867,0.712,5.715,73.867,0.712,5.715,71.25,0.401,25.76,0.15,25.19,0.14,58.76,10.93,6.12,0.15,2.98,0.14,58.76,10.93,S,3.1344,0.398,34.261232,-58.427202
2332050,4549,RACS_2238-25A_4929,RACS_2238-25A_4411,RACS_2238-25A,8586,58601.06915,1,338.383586,-28.016973,1.41,3.8,1.738,0.542,0.825,1.738,0.542,0.825,1.329,0.252,37.37,8.95,21.9,3.3,2.17,19.21,0.0,8.95,0.0,3.3,0.0,19.21,S,3.0925,0.252,23.143612,-59.528866
2332051,4549,RACS_2238-25A_4931,RACS_2238-25A_4413,RACS_2238-25A,8586,58601.06915,1,338.431712,-22.747322,0.38,0.42,12.731,0.809,1.61,12.731,0.809,1.61,12.421,0.459,26.16,1.0,24.51,0.88,16.02,24.51,0.0,1.0,0.0,0.88,0.0,24.51,S,2.6193,0.457,33.231832,-58.573846
2332052,4549,RACS_2238-25A_4933,RACS_2238-25A_4415,RACS_2238-25A,8586,58601.06915,1,338.409021,-24.913297,0.52,0.53,7.123,0.49,1.112,7.123,0.49,1.112,5.574,0.239,29.85,1.34,26.76,1.09,42.69,17.37,16.31,1.34,9.54,1.09,42.69,17.37,S,1.1208,0.228,29.153587,-59.057931
2332053,4549,RACS_2238-25A_4934,RACS_2238-25A_4416,RACS_2238-25A,8586,58601.06915,1,338.415093,-24.22692,2.53,2.7,2.017,0.57,0.858,2.017,0.57,0.858,1.213,0.231,33.47,6.55,31.06,5.75,30.19,109.05,22.24,6.55,18.43,5.75,30.19,109.05,S,1.4209,0.213,30.457637,-58.917418
2332054,4549,RACS_2238-25A_4935,RACS_2238-25A_4417,RACS_2238-25A,8586,58601.06915,1,338.43102,-22.475659,1.06,1.32,3.142,0.602,0.938,3.142,0.602,0.938,3.195,0.349,27.48,3.33,22.39,2.21,28.96,24.33,0.0,3.33,0.0,2.21,0.0,24.33,S,2.8693,0.353,33.733282,-58.501044
2332055,4549,RACS_2238-25A_4936,RACS_2238-25A_4418,RACS_2238-25A,8586,58601.06915,1,338.382544,-27.201262,2.7,3.42,2.897,0.756,1.032,2.897,0.756,1.032,1.654,0.287,44.7,9.69,24.51,3.41,36.95,16.7,37.05,9.69,0.0,3.41,36.95,16.7,S,2.3515,0.282,24.736695,-59.425079
2332056,4549,RACS_2238-25A_4938,RACS_2238-25A_4420,RACS_2238-25A,8586,58601.06915,1,338.404245,-24.718039,1.63,2.81,1.788,0.516,0.811,1.788,0.516,0.811,1.405,0.25,32.71,6.64,24.3,3.8,6.57,28.75,0.0,6.64,0.0,3.8,0.0,28.75,S,1.1791,0.242,29.52324,-59.01351
2332057,4549,RACS_2238-25A_4940,RACS_2238-25A_4422,RACS_2238-25A,8586,58601.06915,1,338.3742,-26.776327,0.39,0.44,7.933,0.536,1.184,7.933,0.536,1.184,7.883,0.308,26.22,1.07,24.01,0.9,24.65,19.27,0.0,1.07,0.0,0.9,0.0,19.27,S,1.9927,0.308,25.560428,-59.356471
